incident_id,year,month,department,incident_type,severity,shift,worker_experience,root_cause,days_lost,corrective_action_taken
INC-0754,2021,4,Tailings Management,Vehicle Collision,Medical Treatment,Night,1–3 years,Inadequate procedure,1,No
INC-0755,2022,6,Open Pit Operations,Struck by Object,First Aid,Afternoon,<1 year,Human error,0,Partial
INC-0756,2023,11,HSE / Supervision,Equipment Contact,Near Miss,Day,<1 year,Insufficient training,0,Yes
INC-0757,2020,9,Tailings Management,Equipment Contact,First Aid,Day,3–5 years,Environmental condition,0,Yes
INC-0758,2019,12,Tailings Management,Equipment Contact,Medical Treatment,Night,>10 years,Poor communication,1,No
INC-0759,2022,8,Open Pit Operations,Equipment Contact,Near Miss,Night,1–3 years,Inadequate procedure,0,Partial
INC-0760,2024,1,Maintenance,Electrical Incident,Medical Treatment,Afternoon,>10 years,Inadequate procedure,1,Yes
INC-0761,2023,6,Underground Mining,Manual Handling,Lost Time Injury,Night,1–3 years,Insufficient training,5,No
INC-0762,2021,1,Tailings Management,Slip / Trip / Fall,Near Miss,Afternoon,1–3 years,Inadequate supervision,0,Yes
INC-0763,2022,10,Underground Mining,Vehicle Collision,Near Miss,Day,1–3 years,Insufficient training,0,Yes
INC-0764,2023,10,Open Pit Operations,Slip / Trip / Fall,Lost Time Injury,Day,1–3 years,Insufficient training,10,No
INC-0765,2024,5,Underground Mining,Struck by Object,First Aid,Afternoon,<1 year,Insufficient training,0,Yes
INC-0766,2022,7,Processing Plant,Electrical Incident,Medical Treatment,Night,5–10 years,Insufficient training,1,Partial
INC-0767,2024,9,Underground Mining,Struck by Object,Medical Treatment,Night,3–5 years,Fatigue,1,Yes
INC-0768,2021,2,Maintenance,Struck by Object,Medical Treatment,Night,1–3 years,Human error,1,Yes
INC-0769,2020,12,Open Pit Operations,Manual Handling,First Aid,Afternoon,1–3 years,Fatigue,0,Yes
INC-0770,2021,11,Processing Plant,Struck by Object,Fatality,Afternoon,<1 year,Inadequate procedure,0,Partial
INC-0771,2023,9,Open Pit Operations,Vehicle Collision,Near Miss,Night,5–10 years,PPE non-compliance,0,Yes
INC-0772,2024,6,Underground Mining,Chemical Exposure,First Aid,Afternoon,5–10 years,Insufficient training,0,No
INC-0773,2022,9,Processing Plant,Struck by Object,First Aid,Day,<1 year,Inadequate procedure,0,No
INC-0774,2023,2,Logistics & Transport,Slip / Trip / Fall,Lost Time Injury,Day,1–3 years,Poor communication,2,Yes
INC-0775,2019,11,Logistics & Transport,Slip / Trip / Fall,Near Miss,Afternoon,>10 years,Human error,0,Yes
INC-0776,2022,11,Electrical,Slip / Trip / Fall,First Aid,Day,1–3 years,Environmental condition,0,Partial
INC-0777,2022,3,Electrical,Vehicle Collision,Medical Treatment,Day,>10 years,Poor communication,1,Yes
INC-0778,2022,2,Processing Plant,Equipment Contact,First Aid,Afternoon,5–10 years,Environmental condition,0,Partial
INC-0779,2020,4,Underground Mining,Near Miss,Lost Time Injury,Day,1–3 years,Environmental condition,1,Yes
INC-0780,2023,11,Processing Plant,Manual Handling,Fatality,Afternoon,1–3 years,Poor communication,0,Partial
INC-0781,2023,12,Maintenance,Electrical Incident,Medical Treatment,Day,>10 years,Human error,1,Yes
INC-0782,2023,8,Maintenance,Equipment Contact,First Aid,Day,5–10 years,Inadequate supervision,0,Yes
INC-0783,2023,10,Open Pit Operations,Vehicle Collision,Medical Treatment,Afternoon,5–10 years,Equipment failure,1,Yes
INC-0784,2022,10,Tailings Management,Slip / Trip / Fall,Lost Time Injury,Day,5–10 years,Inadequate procedure,4,Yes
INC-0785,2024,4,Electrical,Struck by Object,Near Miss,Night,5–10 years,Inadequate procedure,0,Yes
INC-0786,2022,12,Open Pit Operations,Manual Handling,First Aid,Day,3–5 years,Human error,0,Partial
INC-0787,2024,10,Maintenance,Equipment Contact,Medical Treatment,Day,1–3 years,Human error,1,Partial
INC-0788,2021,5,Underground Mining,Slip / Trip / Fall,Near Miss,Day,1–3 years,Equipment failure,0,Yes
INC-0789,2023,9,Logistics & Transport,Manual Handling,Lost Time Injury,Day,5–10 years,Inadequate supervision,1,Yes
INC-0790,2020,9,Underground Mining,Equipment Contact,Lost Time Injury,Day,1–3 years,Human error,1,Partial
INC-0791,2019,6,Tailings Management,Near Miss,Near Miss,Day,5–10 years,Inadequate procedure,0,Yes
INC-0792,2024,3,Underground Mining,Electrical Incident,Medical Treatment,Afternoon,5–10 years,Poor communication,1,Yes
INC-0793,2021,4,Processing Plant,Manual Handling,Near Miss,Night,1–3 years,Inadequate procedure,0,Yes
INC-0794,2019,11,Underground Mining,Manual Handling,Lost Time Injury,Night,3–5 years,Inadequate supervision,5,Partial
INC-0795,2023,3,Logistics & Transport,Manual Handling,Near Miss,Night,1–3 years,Poor communication,0,Partial
INC-0796,2024,1,Underground Mining,Manual Handling,First Aid,Afternoon,5–10 years,Environmental condition,0,Yes
INC-0797,2023,8,Maintenance,Slip / Trip / Fall,Near Miss,Day,>10 years,Environmental condition,0,Yes
INC-0798,2024,4,Electrical,Slip / Trip / Fall,Near Miss,Day,3–5 years,Inadequate procedure,0,Yes
INC-0799,2024,5,Underground Mining,Vehicle Collision,Lost Time Injury,Afternoon,<1 year,Environmental condition,9,Yes
INC-0800,2022,4,Maintenance,Manual Handling,First Aid,Day,1–3 years,Human error,0,No
INC-0801,2020,7,Maintenance,Manual Handling,First Aid,Afternoon,3–5 years,Inadequate procedure,0,No
INC-0802,2019,8,Tailings Management,Slip / Trip / Fall,Near Miss,Afternoon,3–5 years,Fatigue,0,Yes
INC-0803,2021,1,Open Pit Operations,Electrical Incident,Medical Treatment,Day,1–3 years,Environmental condition,1,No
INC-0804,2023,1,Electrical,Struck by Object,Near Miss,Day,<1 year,PPE non-compliance,0,Partial
INC-0805,2024,7,Tailings Management,Fire / Explosion,Near Miss,Night,3–5 years,Human error,0,No
INC-0806,2019,10,Open Pit Operations,Manual Handling,First Aid,Afternoon,>10 years,Insufficient training,0,Yes
INC-0807,2024,3,Underground Mining,Equipment Contact,Lost Time Injury,Afternoon,<1 year,Equipment failure,7,Yes
INC-0808,2023,3,Drilling & Blasting,Manual Handling,Lost Time Injury,Day,1–3 years,Human error,1,No
INC-0809,2023,2,Maintenance,Struck by Object,First Aid,Day,>10 years,Poor communication,0,Yes
INC-0810,2019,4,Maintenance,Vehicle Collision,First Aid,Day,3–5 years,Human error,0,Yes
INC-0811,2019,4,Processing Plant,Near Miss,Lost Time Injury,Night,>10 years,Inadequate procedure,7,Yes
INC-0812,2023,2,Underground Mining,Vehicle Collision,Medical Treatment,Day,>10 years,Human error,1,Yes
INC-0813,2023,12,Maintenance,Equipment Contact,First Aid,Day,>10 years,Equipment failure,0,No
INC-0814,2021,2,Processing Plant,Vehicle Collision,First Aid,Day,>10 years,Human error,0,Yes
INC-0815,2021,12,Processing Plant,Vehicle Collision,Medical Treatment,Day,5–10 years,Inadequate procedure,1,No
INC-0816,2019,10,Tailings Management,Equipment Contact,Near Miss,Afternoon,5–10 years,Insufficient training,0,Yes
INC-0817,2024,3,Underground Mining,Vehicle Collision,Lost Time Injury,Night,5–10 years,Inadequate procedure,6,Yes
INC-0818,2024,10,Electrical,Slip / Trip / Fall,Near Miss,Afternoon,1–3 years,Human error,0,Yes
INC-0819,2024,3,Processing Plant,Struck by Object,Lost Time Injury,Day,5–10 years,Insufficient training,10,Partial
INC-0820,2024,2,Electrical,Vehicle Collision,Near Miss,Night,1–3 years,Poor communication,0,No
INC-0821,2022,7,Drilling & Blasting,Manual Handling,Near Miss,Night,1–3 years,Inadequate procedure,0,Yes
INC-0822,2024,3,Open Pit Operations,Vehicle Collision,Medical Treatment,Day,5–10 years,Fatigue,1,Yes
INC-0823,2020,6,Processing Plant,Vehicle Collision,First Aid,Day,1–3 years,Insufficient training,0,Yes
INC-0824,2023,9,Processing Plant,Electrical Incident,First Aid,Night,5–10 years,Equipment failure,0,Partial
INC-0825,2020,3,Tailings Management,Slip / Trip / Fall,Near Miss,Day,<1 year,Equipment failure,0,Yes
INC-0826,2021,2,Processing Plant,Manual Handling,Medical Treatment,Night,3–5 years,Inadequate procedure,1,Yes
INC-0827,2024,1,Underground Mining,Electrical Incident,Lost Time Injury,Night,>10 years,Insufficient training,7,Yes
INC-0828,2021,9,Open Pit Operations,Near Miss,First Aid,Night,>10 years,Environmental condition,0,No
INC-0829,2024,2,HSE / Supervision,Slip / Trip / Fall,Lost Time Injury,Day,<1 year,Human error,19,No
INC-0830,2022,12,Open Pit Operations,Vehicle Collision,First Aid,Night,3–5 years,Inadequate supervision,0,Yes
INC-0831,2021,7,Underground Mining,Struck by Object,Medical Treatment,Day,<1 year,Human error,1,Partial
INC-0832,2020,2,Tailings Management,Struck by Object,First Aid,Day,5–10 years,Inadequate supervision,0,No
INC-0833,2019,11,Logistics & Transport,Equipment Contact,Medical Treatment,Night,1–3 years,Environmental condition,1,Yes
INC-0834,2022,1,Open Pit Operations,Struck by Object,First Aid,Afternoon,5–10 years,Human error,0,Yes
INC-0835,2024,6,Underground Mining,Struck by Object,First Aid,Night,3–5 years,Environmental condition,0,No
INC-0836,2020,10,Underground Mining,Equipment Contact,Medical Treatment,Afternoon,<1 year,Poor communication,1,Yes
INC-0837,2022,7,Processing Plant,Electrical Incident,First Aid,Night,5–10 years,Insufficient training,0,Yes
INC-0838,2024,3,Processing Plant,Struck by Object,Lost Time Injury,Day,3–5 years,Inadequate supervision,13,No
INC-0839,2021,3,Open Pit Operations,Struck by Object,First Aid,Afternoon,3–5 years,Insufficient training,0,Yes
INC-0840,2024,7,Underground Mining,Slip / Trip / Fall,Medical Treatment,Afternoon,3–5 years,Insufficient training,1,Partial
INC-0841,2024,8,Underground Mining,Vehicle Collision,First Aid,Night,5–10 years,Inadequate procedure,0,Yes
INC-0842,2022,10,Maintenance,Chemical Exposure,First Aid,Day,1–3 years,Human error,0,No
INC-0843,2023,8,Logistics & Transport,Vehicle Collision,Near Miss,Day,1–3 years,Poor communication,0,Partial
INC-0844,2019,6,Electrical,Equipment Contact,Near Miss,Afternoon,3–5 years,Environmental condition,0,Yes
INC-0845,2022,8,Underground Mining,Slip / Trip / Fall,Lost Time Injury,Day,1–3 years,Human error,6,Partial
INC-0846,2023,10,Logistics & Transport,Slip / Trip / Fall,Medical Treatment,Day,1–3 years,Human error,1,Yes
INC-0847,2020,3,Maintenance,Manual Handling,Near Miss,Day,1–3 years,Human error,0,Partial
INC-0848,2019,9,Maintenance,Struck by Object,First Aid,Night,3–5 years,Poor communication,0,Yes
INC-0849,2019,9,Tailings Management,Slip / Trip / Fall,Near Miss,Night,3–5 years,Human error,0,Partial
INC-0850,2020,3,Open Pit Operations,Vehicle Collision,Fatality,Day,<1 year,Equipment failure,0,Yes
